S2B/MSI RSR			
converted to text file			
source: https://sentinels.copernicus.eu/web/sentinel/user-guides/sentinel-2-msi/document-library/-/asset_publisher/Wk0TKajiISaR/content/sentinel-2a-spectral-responses			
datasets: wavelength, rsr, band			
wavelength	rsr	band	id
2.285	0.149356419	B12	13
2.286	0.128957364	B12	13
2.287	0.111530972	B12	13
2.288	0.09689948	B12	13
2.289	0.084874763	B12	13
2.29	0.074063524	B12	13
2.291	0.064469344	B12	13
2.292	0.056321561	B12	13
2.293	0.049381236	B12	13
2.294	0.043196026	B12	13
2.295	0.037986086	B12	13
2.296	0.033468826	B12	13
2.297	0.028983375	B12	13
2.298	0.025085752	B12	13
2.299	0.020007676	B12	13
2.3	0.013837921	B12	13
2.301	0.008464001	B12	13
2.302	0.004443102	B12	13
2.303	0.000848571	B12	13
